1,1,1,AB,7726.919922,7726.97998,2.284957,0,0.06,N/A,Not found
1,1,0,A,7726.97998,7727.25,0.038135,0.293852,0.27,N/A,Not found
1,1,1,A,7727.25,7728.330078,4.064121,0.847326,1.0801,3030.302979,0.33
1,1,0,AB,7728.330078,7728.390137,2.850272,0,0.06,740.685852,1.3501
1,1,1,A,7728.390137,7730.399902,4.439821,0.447943,2.0099,877.116028,1.1401
1,1,0,A,7730.399902,7730.72998,0.732515,0.277598,0.33,483.115112,2.0699
1,1,1,A,7730.72998,7732.200195,4.386384,0.492247,1.4702,427.368683,2.3399
1,1,0,A,7732.200195,7733.069824,0.409023,0.751079,0.8698,555.493835,1.8002
1,1,1,A,7733.069824,7733.399902,4.526322,0.210517,0.33,427.350433,2.34
1,1,0,A,7733.399902,7735.290039,0.001448,0.216464,1.89,833.472229,1.1998
1,1,1,A,7735.290039,7736.490234,4.487335,0.251171,1.2002,450.450439,2.22
1,1,0,A,7736.490234,7736.640137,1.112318,0,0.1499,323.603638,3.0902
1,1,1,A,7736.640137,7739.279785,5.118685,0.88222,2.6399,740.685852,1.3501
1,1,0,A,7739.279785,7739.609863,0.560274,0.417255,0.33,358.448639,2.7898
1,1,1,A,7739.609863,7740.959961,4.497629,0.27877,1.35,336.71167,2.9699
1,1,0,AB,7740.959961,7741.049805,1.980966,0,0.09,595.238098,1.68
1,1,1,A,7741.049805,7741.589844,4.150511,0.81429,0.54,694.444458,1.44
1,1,0,A,7741.589844,7741.799805,0.315593,0.06212,0.21,1587.301636,0.63
1,1,1,A,7741.799805,7742.819824,4.607873,0.268763,1.02,1333.333374,0.75
1,1,0,AB,7742.819824,7742.879883,1.92127,0,0.06,813.008118,1.23
1,1,1,A,7742.879883,7743.870117,4.874272,0.278626,0.9901,925.925903,1.08
1,1,0,AB,7743.870117,7743.930176,2.224916,0,0.0601,952.290283,1.0501
1,1,1,AB,7743.930176,7744.049805,3.131208,0,0.1198,952.199585,1.0502
1,1,0,A,7744.049805,7744.589844,0.046693,0.181505,0.54,5558.643555,0.1799
1,1,1,A,7744.589844,7748.640137,4.488759,0.32891,4.0501,1515.61084,0.6598
1,1,0,A,7748.640137,7751.160156,-0.003342,0.212541,2.5201,217.860184,4.5901
1,1,1,A,7751.160156,7752.180176,4.878628,0.206022,1.02,152.202362,6.5702
1,1,0,A,7752.180176,7752.330078,0.82198,0,0.1499,282.477905,3.5401
1,1,1,A,7752.330078,7755.899902,4.428458,0.348265,3.5699,854.773926,1.1699
1,1,0,A,7755.899902,7756.080078,0.331328,0.09402,0.1801,268.831665,3.7198
1,1,1,A,7756.080078,7757.640137,4.330124,0.367741,1.56,266.666656,3.75
1,1,0,AB,7757.640137,7757.700195,2.308745,0,0.0601,574.679626,1.7401
1,1,1,A,7757.700195,7758.240234,4.355544,0.268399,0.54,617.24585,1.6201
